,Timestamp,How stressed are you because of work?,What is your h-index?,SubjectiveHappinessIndex,At what age did you got tenure? (type 0 if not yet),"Following are 4 questions about subjective happiness... 1.  In general, I consider myself...","2.  Compared with most of my peers, I consider myself:","3.  Some people are generally very happy.  They enjoy life regardless of what is going on, getting the most out of everything.  To what extent does this characterization describe you?","4.  Some people are generally not very happy.  Although they are not depressed, they never seem as happy as they might be.  To what extent does this characterization describe you?","Do you use any reference management tool? ( Mendeley, Zotero, Citationsy, ... )",Would you like to help in a next survey   ?,Your role is...,"Any other comments, suggestions, or questions you'd add...",ref,an email for follow-up in a few months,"Before we start the survey, we need your consent.",Would you like to help in a next survey  (in a few months time) ?,email,Title Length ceil10,subject_1,subject_2,subject_3,subject_4
1058,7/11/20 8:57,3,18,4.75,0,6,7,3,5,1,"Yes,  in a few months",research group leader,NA,,,NA,NA,,,Condensed Matter - Mesoscale and Nanoscale Physics,,,
1059,7/11/20 8:57,6,27,5.5,43,6,4,6,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematical Physics,,,
1060,7/11/20 9:01,1,27,7,0,7,7,7,1,1,In one year,post doc,NA,,,NA,NA,,,Physics - Geophysics,,,
1061,7/11/20 9:06,4,7,5.5,32,6,5,5,2,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Representation Theory,,,
1062,7/11/20 9:08,4,2,6,26,6,7,5,2,3,"No, I am busy",faculty,NA,,,NA,NA,,,Statistics - Methodology,,,
1063,7/11/20 9:10,6,1,3.5,0,1,3,5,3,5,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,General Relativity and Quantum Cosmology,,,
1064,7/11/20 9:11,3,NA,4.25,22,4,5,4,4,4,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Software Engineering,,,
1065,7/11/20 9:13,1,5,4,36,3,5,3,3,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Metric Geometry,,,
1066,7/11/20 9:20,5,2,2.25,21,3,4,1,7,1,"Yes,  in a few months",grad student,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
1067,7/11/20 9:20,4,15,4,,4,4,4,4,3,"No, I am busy",Prof. Emeritus Dr.,NA,,,NA,NA,,,Quantitative Finance - General Finance,,,
1068,7/11/20 9:22,5,13,4.75,32,6,5,4,4,2,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Optimization and Control,,,
1069,7/11/20 9:26,5,15,5.5,30,6,5,4,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Combinatorics,,,
1070,7/11/20 9:30,2,22,5.75,0,6,5,6,2,5,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Computer Science - Sound,,,
1071,7/11/20 9:30,2,13,5.5,36,6,6,4,2,1,"No, I am busy",faculty,NA,,,NA,NA,,,Astrophysics - Earth and Planetary Astrophysics,,,
1072,7/11/20 9:33,2,1,5.75,18,6,6,6,3,5,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,NA,,,
1073,7/11/20 9:41,5,2,3.75,0,4,6,3,6,2,"Yes,  in a few months",grad student,NA,,,NA,NA,,,Quantum Physics,,,
1074,7/11/20 9:48,4,3,6.25,,6,6,6,1,1,"Yes,  in a few months","PhD student, studying second Ph.D. currently",NA,,,NA,NA,,,Mathematics - Numerical Analysis,,,
1075,7/11/20 9:47,4,29,3.25,0,3,3,3,4,1,"Yes,  in a few months",faculty,I have to say that I became stressed since we started to work on a Covid-related project.,,,NA,NA,,,Computer Science - Robotics,,,
1076,7/11/20 9:58,6,8,5,29,5,6,5,4,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1077,7/11/20 9:59,3,NA,3.5,0,4,3,3,4,1,"No, I am busy",faculty,NA,,,NA,NA,,,Physics - Classical Physics,,,
1078,7/11/20 10:10,1,4,6.5,0,5,7,7,1,5,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
1079,7/11/20 10:12,4,3,5.5,0,5,6,5,2,4,"No, I am busy",PhD student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1080,7/11/20 10:14,5,10,3.75,25,5,4,4,6,3,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1081,7/11/20 10:16,4,45,4.25,35,5,4,2,2,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Software Engineering,,,
1082,7/11/20 10:16,3,1,5.75,0,6,4,6,1,1,"Yes,  in a few months",research associate,"Thanks for reaching me out. I don't have any questions but have a suggestion. While considering health of academics, you should also consider work culture and relation between student and advisor that plays a great role in happiness.",,,NA,NA,,,NA,,,
1083,7/11/20 10:17,4,19,4.75,43,5,4,5,3,1,"No, I am busy",faculty,NA,,,NA,NA,,,Condensed Matter - Disordered Systems and Neural Networks,,,
1084,7/11/20 10:18,2,9,4.75,36,4,5,6,4,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Image and Video Processing,,,
1085,7/11/20 10:19,6,3,2.5,0,3,3,2,6,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Human-Computer Interaction,,,
1086,7/11/20 10:20,6,16,3.5,42,4,3,5,6,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Physics - Medical Physics,,,
1087,7/11/20 10:21,6,18,2.25,0,3,3,1,6,2,"Yes,  in a few months",senior scientist,NA,,,NA,NA,,,Condensed Matter - Strongly Correlated Electrons,,,
1088,7/11/20 10:22,3,8,3.5,0,5,3,3,5,3,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Physics - Optics,,,
1089,7/11/20 10:30,7,5,4,0,3,3,4,2,1,"No, I am busy",post doc,NA,,,NA,NA,,,Astrophysics - Earth and Planetary Astrophysics,,,
1090,7/11/20 10:46,2,18,5.75,30,6,5,5,1,1,"Yes,  in a few months","faculty, company employee",(The tenure system in France is quite specific),,,NA,NA,,,Statistics - Machine Learning,,,
1091,7/11/20 10:57,6,6,4.25,33,4,4,3,2,1,"No, I am busy",post doc,NA,,,NA,NA,,,Mathematics - Probability,,,
1092,7/11/20 11:04,4,4,5.25,0,6,5,5,3,3,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,General Relativity and Quantum Cosmology,,,
1093,7/11/20 11:14,6,21,7,36,7,7,7,1,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Physics - Applied Physics,,,
1094,7/11/20 11:17,3,3,4,32,4,4,4,4,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Rings and Algebras,,,
1095,7/11/20 11:24,4,NA,4.25,0,4,4,5,4,4,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Artificial Intelligence,,,
1096,7/11/20 11:34,7,9,6,0,6,6,5,1,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Statistics - Machine Learning,,,
1097,7/11/20 11:34,2,22,5,29,6,5,2,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
1098,7/11/20 11:35,1,17,5.25,0,5,5,4,1,1,"No, I am busy",company employee,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1099,7/11/20 11:39,5,20,3.5,40,4,5,2,5,5,"Yes,  in a few months",other (tell us in the comments ),I am senior researcher at a research institute,,,NA,NA,,,Physics - Optics,,,
1100,7/11/20 11:42,4,3,5,0,5,5,4,2,2,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Statistics - Machine Learning,,,
1101,7/11/20 11:42,6,1,5.75,0,6,5,7,3,5,"Yes,  in a few months","PhD student, company employee",NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1102,7/11/20 12:07,7,NA,4.75,42,6,5,5,5,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Rings and Algebras,,,
1103,7/11/20 12:07,5,24,3.75,35,4,4,3,4,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematical Physics,,,
1104,7/11/20 12:08,5,NA,6.5,30,6,7,6,1,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Digital Libraries,,,
1105,7/11/20 12:08,5,6,3.5,0,4,4,3,5,1,"Yes,  in a few months","faculty, company employee",NA,,,NA,NA,,,Computer Science - Robotics,,,
1106,7/11/20 12:19,2,3,6.25,0,7,6,5,1,1,"Yes,  in a few months",post doc,I do not always know my h-index super well. Maybe add a good page to find it out to such a survey.,,,NA,NA,,,Mathematics - Combinatorics,,,
1107,7/11/20 12:25,3,6,4.25,0,5,6,3,5,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1108,7/11/20 12:28,5,53,3,35,4,3,2,5,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
1109,7/11/20 12:49,3,25,5.25,0,5,5,5,2,1,"No, I am busy","faculty, company employee",NA,,,NA,NA,,,NA,,,
1110,7/11/20 13:03,6,17,5.5,0,5,6,5,2,1,"Yes,  in a few months",staff researcher,NA,,,NA,NA,,,Computer Science - Programming Languages,,,
1111,7/11/20 13:10,4,7,4.25,0,4,5,4,4,2,"No, I am busy",company employee,NA,,,NA,NA,,,NA,,,
1112,7/11/20 13:11,4,3,4.5,0,6,4,5,5,5,"Yes,  in a few months",Doctor,NA,,,NA,NA,,,Condensed Matter - Materials Science,,,
1113,7/11/20 13:38,3,2,6.25,0,6,6,6,1,5,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Mathematics - Group Theory,,,
1114,7/11/20 13:56,5,4,3.5,0,4,4,3,5,3,"No, I am busy",post doc,NA,,,NA,NA,,,Mathematical Physics,,,
1115,7/11/20 13:56,6,1,2.5,0,2,2,3,5,2,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,NA,,,
1116,7/11/20 13:58,5,0,4.5,0,6,6,4,6,1,"No, I am busy",PhD student,I am glad to help your survey.,,,NA,NA,,,NA,,,
1117,7/11/20 14:00,6,5,2.75,0,3,3,3,6,5,NA,faculty,NA,,,NA,NA,,,Quantitative Biology - Neurons and Cognition,,,
1118,7/11/20 14:00,5,0,5.75,0,6,5,6,2,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,NA,,,
1119,7/11/20 14:00,5,29,5.75,38,5,6,6,2,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Astrophysics - Astrophysics of Galaxies,,,
1120,7/11/20 14:01,6,11,4.25,0,4,7,4,6,4,"Yes,  in a few months","PhD student, company employee",NA,,,NA,NA,,,Computer Science - Artificial Intelligence,,,
1121,7/11/20 14:01,5,0,2.75,0,3,2,2,4,2,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,High Energy Physics - Theory,,,
1122,7/11/20 14:05,5,3,4.25,0,4,5,4,4,4,"Yes,  in a few months",PhD student,I would like to know about the exact purpose of the survey and would the acquired information help you achieve it. Best of luck :),,,NA,NA,,,Electrical Engineering and Systems Science - Signal Processing,,,
1123,7/11/20 14:06,4,2,4,0,4,4,4,4,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Systems and Control,,,
1124,7/11/20 14:07,6,2,4.25,0,6,6,3,6,1,"Yes,  in a few months","PhD student, company employee",Nil,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1125,7/11/20 14:08,2,18,5,30,5,4,4,1,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
1126,7/11/20 14:08,5,0,5.5,0,5,5,6,2,3,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,NA,,,
1127,7/11/20 14:08,2,1,5,0,5,6,3,2,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Computer Science - Software Engineering,,,
1128,7/11/20 14:10,3,NA,5.5,0,6,6,6,4,1,"No, I am busy",grad student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1129,7/11/20 14:12,5,3,3.25,0,4,3,3,5,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Computer Science - Software Engineering,,,
1130,7/11/20 14:12,7,15,3.25,38,3,4,1,3,5,"No, I am busy",faculty,NA,,,NA,NA,,,Quantitative Biology - Neurons and Cognition,,,
1131,7/11/20 14:14,2,9,5.25,45,5,6,4,2,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Condensed Matter - Mesoscale and Nanoscale Physics,,,
1132,7/11/20 14:14,6,2,3.25,0,3,4,3,5,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,General Relativity and Quantum Cosmology,,,
1133,7/11/20 14:15,2,2,6,0,6,6,6,2,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1134,7/11/20 14:15,3,NA,6.5,0,6,7,7,2,3,"Yes,  in a few months",company employee,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1135,7/11/20 14:16,4,NA,7,0,7,7,7,1,4,"Yes,  in a few months",company employee,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
1136,7/11/20 14:16,5,4,3,0,3,3,3,5,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Statistics Theory,,,
1137,7/11/20 14:17,4,1,4.25,0,5,4,2,2,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Astrophysics - Instrumentation and Methods for Astrophysics,,,
1138,7/11/20 14:17,3,4,4.25,28,5,5,3,4,2,Possibly out of academic world within a year,faculty,NA,,,NA,NA,,,Physics - Optics,,,
1139,7/11/20 14:19,4,30,6.5,0,6,6,7,1,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,General Relativity and Quantum Cosmology,,,
1140,7/11/20 14:19,7,NA,4,36,7,7,1,7,1,"No, I am busy",faculty,"h-index is completely arbitrary and varies wildly depending from the chosen source, hence no answer",,,NA,NA,,,Computer Science - Digital Libraries,,,
1141,7/11/20 14:20,1,21,3.75,40,6,5,2,6,3,"Yes,  in a few months",Leading researcher,NA,,,NA,NA,,,Nuclear Theory,,,
1142,7/11/20 14:20,4,0,5,0,6,4,4,2,1,"Yes,  in a few months",grad student,NA,,,NA,NA,,,Computer Science - Data Structures and Algorithms,,,
1143,7/11/20 14:20,4,25,6.5,25,7,7,6,2,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Functional Analysis,,,
1144,7/11/20 14:21,2,0,6.75,0,7,7,7,2,4,"Yes,  in a few months","PhD student, company employee",Thanks,,,NA,NA,,,Computer Science - Computation and Language,,,
1145,7/11/20 14:21,3,9,5.5,46,6,6,5,3,4,"Yes,  in a few months",lecturer,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Signal Processing,,,
1146,7/11/20 14:21,7,8,3.75,29,5,5,2,5,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
1147,7/11/20 14:22,4,4,6.25,38,6,5,7,1,5,"Yes,  in a few months","PhD student, faculty",NA,,,NA,NA,,,Computer Science - Neural and Evolutionary Computing,,,
1148,7/11/20 14:22,1,6,7,36,7,7,7,1,4,"Yes,  in a few months",Governmental science research institution,NA,,,NA,NA,,,Physics - Space Physics,,,
1149,7/11/20 14:23,6,7,1.75,0,2,2,1,6,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Mathematics - Optimization and Control,,,
1150,7/11/20 14:23,2,2,5.75,0,6,5,6,2,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1151,7/11/20 14:23,6,7,6,0,7,6,5,2,4,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Mathematics - General Mathematics,,,
1152,7/11/20 14:23,6,3,6.25,0,6,6,7,2,1,"Yes,  in a few months, Sure, whenever","faculty, post doc","I love the gif. Your email to get responses should be reworded.  It sounds kind of like spam at the moment.  Maybe you should mention a sentence about yourself (“I am a sociologist, ...” or whatever)",,,NA,NA,,,Mathematics - Combinatorics,,,
1153,7/11/20 14:24,7,17,2.5,29,4,2,2,6,3,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Information Retrieval,,,
1154,7/11/20 14:25,5,9,7,0,7,7,7,1,1,"Yes,  in a few months","other (tell us in the comments ), Associate professor",NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1155,7/11/20 14:27,2,9,6.5,41,6,7,6,1,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Operator Algebras,,,
1156,7/11/20 14:27,4,2,6,0,6,6,6,2,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Mathematics - Functional Analysis,,,
1157,7/11/20 14:29,6,NA,4.5,0,6,4,4,4,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Number Theory,,,
1158,7/11/20 14:29,2,21,4.5,0,6,4,4,4,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Condensed Matter - Materials Science,,,
1159,7/11/20 14:29,7,11,3.75,0,5,4,3,5,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Audio and Speech Processing,,,
1160,7/11/20 14:30,3,NA,5.75,0,5,4,7,1,2,"No, I am busy",post doc,NA,,,NA,NA,,,Condensed Matter - Soft Condensed Matter,,,
1161,7/11/20 14:30,5,1,3,0,3,3,3,5,1,"Yes, any time",Master student,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1162,7/11/20 14:31,5,12,3,35,4,4,2,6,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Combinatorics,,,
1163,7/11/20 14:31,6,4,4.75,0,5,5,2,1,1,"No, I am busy",post doc,NA,,,NA,NA,,,Condensed Matter - Materials Science,,,
1164,7/11/20 14:31,1,43,7,27,7,7,7,1,4,"No, I am busy",faculty,NA,,,NA,NA,,,Nuclear Experiment,,,
1165,7/11/20 14:35,4,55,5,32,6,5,3,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Astrophysics - Astrophysics of Galaxies,,,
1166,7/11/20 14:36,7,1,3.5,0,3,3,3,3,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
1167,7/11/20 14:36,3,2,4.5,0,4,4,4,2,4,"No, I am busy",post doc,NA,,,NA,NA,,,Quantitative Biology - Tissues and Organs,,,
1168,7/11/20 14:37,4,11,3.75,34,5,4,3,5,5,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Software Engineering,,,
1169,7/11/20 14:39,5,45,5.25,23,5,5,5,2,1,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Other Computer Science,,,
1170,7/11/20 14:39,2,8,6,0,5,6,6,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
1171,7/11/20 14:41,4,37,6.25,32,6,5,7,1,2,"Yes,  in a few months",research scientist,NA,,,NA,NA,,,Computer Science - Human-Computer Interaction,,,
1172,7/11/20 14:41,5,4,5.25,0,5,5,4,1,5,"No, I am busy",post doc,NA,,,NA,NA,,,Computer Science - Emerging Technologies,,,
1173,7/11/20 14:41,4,14,3.75,,4,4,3,4,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,"Computer Science - Distributed, Parallel, and Cluster Computing",,,
1174,7/11/20 14:43,3,4,5.5,0,6,5,5,2,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Mathematical Physics,,,
1175,7/11/20 14:44,4,7,4.75,0,5,4,5,3,5,"Yes,  in a few months",company employee,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1176,7/11/20 14:46,7,5,4.25,0,5,4,4,4,1,"No, I am busy",post doc,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1177,7/11/20 14:46,3,23,7,33,7,7,7,1,1,Not sure what is the purpose.,faculty,NA,,,NA,NA,,,Astrophysics - Astrophysics of Galaxies,,,
1178,7/11/20 14:47,7,6,3.25,0,4,5,2,6,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Computer Science - Information Retrieval,,,
1179,7/11/20 14:47,4,3,6.5,0,7,5,7,1,1,"No, I am busy",grad student,NA,,,NA,NA,,,Computer Science - Information Theory,,,
1180,7/11/20 14:47,2,NA,5,30,6,6,6,6,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Numerical Analysis,,,
1181,7/11/20 14:51,4,15,5.25,38,5,5,5,2,4,"No, I am busy, Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1182,7/11/20 14:52,3,16,6.5,29,7,6,6,1,1,"Yes,  in a few months",Full Professor,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Systems and Control,,,
1183,7/11/20 14:53,2,3,7,0,7,7,7,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Logic,,,
1184,7/11/20 14:54,3,5,7,25,7,7,7,1,5,"No, I am busy",post doc,NA,,,NA,NA,,,Physics - Applied Physics,,,
1185,7/11/20 14:54,1,26,2.5,0,3,3,1,5,1,"Yes,  in a few months","PhD student, faculty",NA,,,NA,NA,,,Astrophysics - Earth and Planetary Astrophysics,,,
1186,7/11/20 14:54,4,19,6,0,6,5,6,1,1,"No, I am busy",post doc,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
1187,7/11/20 14:56,5,7,6.25,37,6,6,6,1,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Astrophysics - Solar and Stellar Astrophysics,,,
1188,7/11/20 14:57,3,0,3.75,0,4,4,3,4,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Mathematics - Probability,,,
1189,7/11/20 14:57,4,8,4.25,43,5,5,4,5,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
1190,7/11/20 14:58,5,4,5.5,30,5,5,5,1,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,High Energy Physics - Theory,,,
1191,7/11/20 15:00,2,25,5.75,38,5,5,7,2,3,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
1192,7/11/20 15:01,2,14,5.5,30,6,4,6,2,1,"No, I am busy",faculty,NA,,,NA,NA,,,Condensed Matter - Mesoscale and Nanoscale Physics,,,
1193,7/11/20 15:02,5,9,5.5,0,6,5,5,2,2,"Yes,  in a few months",company employee,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
1194,7/11/20 15:03,3,1,5.75,0,6,7,4,2,4,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Social and Information Networks,,,
1195,7/11/20 15:03,6,41,2.25,33,2,2,2,5,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,High Energy Physics - Theory,,,
1196,7/11/20 15:04,5,11,4.5,45,5,5,4,4,2,"No, I am busy",faculty,NA,,,NA,NA,,,Quantum Physics,,,
1197,7/11/20 15:05,2,NA,5,0,6,6,2,2,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,NA,,,
1198,7/11/20 15:05,6,3,2.5,31,2,3,1,4,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Quantum Algebra,,,
1199,7/11/20 15:06,3,4,4,0,6,4,3,5,2,"Yes,  in a few months",company employee,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
1200,7/11/20 15:07,1,-4,5.5,32,5,6,6,3,1,it depends.,faculty,NA,,,NA,NA,,,Statistics - Methodology,,,
1201,7/11/20 15:07,5,7,4,0,4,4,4,4,2,Maybe,"post doc, company employee",NA,,,NA,NA,,,Statistics - Machine Learning,,,
1202,7/11/20 15:10,3,13,3,0,4,3,2,5,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Astrophysics - High Energy Astrophysical Phenomena,,,
1203,7/11/20 15:11,2,NA,3.25,0,2,3,2,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Number Theory,,,
1204,7/11/20 15:12,2,3,3.25,34,4,3,3,5,5,"Yes,  in a few months",independet researcher,NA,,,NA,NA,,,NA,,,
1205,7/11/20 15:12,4,5,5.25,0,6,4,4,1,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1206,7/11/20 15:12,2,2,4.75,0,3,5,5,2,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Condensed Matter - Materials Science,,,
1207,7/11/20 15:12,5,9,4.5,0,6,4,2,2,5,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1208,7/11/20 15:13,6,19,5,0,5,5,5,3,3,"No, I am busy","faculty, company employee",NA,,,NA,NA,,,Computer Science - Computation and Language,,,
1209,7/11/20 15:13,5,3,5.75,0,6,5,5,1,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,Computer Science - Information Retrieval,,,
1210,7/11/20 15:14,5,5,4.25,23,5,5,3,4,4,"No, I am busy",faculty,NA,,,NA,NA,,,"Computer Science - Distributed, Parallel, and Cluster Computing",,,
1211,7/11/20 15:16,5,2,5,0,6,4,3,1,3,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Mathematics - Logic,,,
1212,7/11/20 15:18,4,15,4.75,29,5,5,2,1,2,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
1213,7/11/20 15:18,1,NA,5.75,30,6,6,6,3,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Number Theory,,,
1214,7/11/20 15:18,4,41,4.75,41,3,4,6,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
1215,7/11/20 15:18,3,15,5.75,0,6,5,6,2,1,"No, I am busy",post doc,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
1216,7/11/20 15:21,2,2,5.25,23,7,7,5,6,1,"Yes,  in a few months",PhD student,NA,,,NA,NA,,,High Energy Physics - Phenomenology,,,
1217,7/11/20 15:21,2,7,5.75,0,6,5,6,2,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Astrophysics - Cosmology and Nongalactic Astrophysics,,,
1218,7/11/20 15:22,5,16,6,37,6,6,6,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Logic in Computer Science,,,
1219,7/11/20 15:23,1,32,5,0,5,4,5,2,2,"Yes,  in a few months",Retired,NA,,,NA,NA,,,Mathematics - Commutative Algebra,,,
1220,7/11/20 15:25,5,4,4,0,5,4,4,5,2,"Yes,  in a few months",grad student,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
1221,7/11/20 15:27,6,18,2.75,0,4,3,2,6,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Quantitative Biology - Neurons and Cognition,,,
1222,7/11/20 15:28,3,2,4.75,0,6,6,3,4,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Physics - Instrumentation and Detectors,,,
1223,7/11/20 15:29,1,34,4.5,43,5,5,3,3,1,"No, I am busy",faculty,NA,,,NA,NA,,,Physics - Fluid Dynamics,,,
1224,7/11/20 15:32,1,17,7,0,7,7,7,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,General Relativity and Quantum Cosmology,,,
1225,7/11/20 15:33,1,NA,5.75,45,7,4,6,2,1,"No, I am busy","other (tell us in the comments ), retired, professor emeritus",NA,,,NA,NA,,,Mathematics - Quantum Algebra,,,
1226,7/11/20 15:33,5,1,4.25,0,4,5,5,5,1,"No, I am busy",PhD student,NA,,,NA,NA,,,Mathematics - Algebraic Topology,,,
1227,7/11/20 15:34,2,7,5,34,7,5,2,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Algebraic Geometry,,,
1228,7/11/20 15:34,3,22,4.5,43,5,5,4,4,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Condensed Matter - Materials Science,,,
1229,7/11/20 15:35,6,8,4.75,50,,6,7,2,1,"No, I am busy",Prof,NA,,,NA,NA,,,Physics - Atmospheric and Oceanic Physics,,,
